,Trial-ID,HPO-library,HPO-method,ML-algorithm,Run-ID,random_seed,eval_count,val_losses,val_baseline,test_loss [best config.],timestamps,configurations,run_successful,warmstart,runs,evaluations,workers,GPU,budget [%],# training instances,# training features,# test instances,# test features,dataset,# cont. HPs,# int. HPs,# cat. HPs,loss_metric
0,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,1526ecb0-66ea-4265-9f63-1af16896d01a,0,1,0.014274135579678627,0.010698627728468812,0.03063635747191329,3.983264,"{'num_leaves': 174, 'min_data_in_leaf': 579, 'max_depth': 63, 'feature_fraction': 0.7219343632501507, 'bagging_fraction': 0.6814182280978278}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
1,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,1526ecb0-66ea-4265-9f63-1af16896d01a,0,2,0.022877221195869435,0.010698627728468812,0.03063635747191329,6.441705,"{'num_leaves': 11, 'min_data_in_leaf': 743, 'max_depth': 20, 'feature_fraction': 0.5690671951048898, 'bagging_fraction': 0.5082742245811306}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
2,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,1526ecb0-66ea-4265-9f63-1af16896d01a,0,3,0.015559085381282834,0.010698627728468812,0.03063635747191329,10.128405,"{'num_leaves': 218, 'min_data_in_leaf': 620, 'max_depth': 11, 'feature_fraction': 0.5684090631780443, 'bagging_fraction': 0.8542075266578653}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
3,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,1526ecb0-66ea-4265-9f63-1af16896d01a,0,4,0.009162267781388133,0.010698627728468812,0.03063635747191329,15.090752,"{'num_leaves': 89, 'min_data_in_leaf': 194, 'max_depth': 87, 'feature_fraction': 0.5749493572705808, 'bagging_fraction': 0.8852551344761643}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
4,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,1526ecb0-66ea-4265-9f63-1af16896d01a,0,5,0.019832795656504133,0.010698627728468812,0.03063635747191329,18.056003,"{'num_leaves': 74, 'min_data_in_leaf': 797, 'max_depth': 19, 'feature_fraction': 0.314152878208228, 'bagging_fraction': 0.8828338918835565}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
5,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,9c729378-f554-4b80-b316-60ba40178c23,1,1,0.01159246811122947,0.010698627728468812,0.03144361870798762,3.702176,"{'num_leaves': 39, 'min_data_in_leaf': 255, 'max_depth': 11, 'feature_fraction': 0.9527901515370611, 'bagging_fraction': 0.3896871135505497}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
6,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,9c729378-f554-4b80-b316-60ba40178c23,1,2,0.020782538256515038,0.010698627728468812,0.03144361870798762,7.976562,"{'num_leaves': 135, 'min_data_in_leaf': 867, 'max_depth': 63, 'feature_fraction': 0.3646370163381584, 'bagging_fraction': 0.4303821479643696}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
7,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,9c729378-f554-4b80-b316-60ba40178c23,1,3,0.021257031421473394,0.010698627728468812,0.03144361870798762,12.17544,"{'num_leaves': 239, 'min_data_in_leaf': 528, 'max_depth': 5, 'feature_fraction': 0.9548773495642222, 'bagging_fraction': 0.8924176416802119}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
8,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,9c729378-f554-4b80-b316-60ba40178c23,1,4,0.01977683603617251,0.010698627728468812,0.03144361870798762,15.218367,"{'num_leaves': 103, 'min_data_in_leaf': 934, 'max_depth': 83, 'feature_fraction': 0.4431165748120622, 'bagging_fraction': 0.9146822054736616}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
9,3e5dd983-5001-4134-8d22-f8c0a97c8f93,optuna,TPE,LGBMClassifier,9c729378-f554-4b80-b316-60ba40178c23,1,5,0.010922131091831756,0.010698627728468812,0.03144361870798762,19.763444,"{'num_leaves': 159, 'min_data_in_leaf': 418, 'max_depth': 49, 'feature_fraction': 0.939773417205463, 'bagging_fraction': 0.6200433655908917}",True,False,2,5,1,False,100.0,35800,9,15200,9,scania,2,3,0,F1-loss
