,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,Warmstart,Wall clock time [s],t outperform default [s],Area under curve (AUC),Mean(best loss),Loss ratio,Interquartile range(best_loss),t best configuration [s],Evaluations for best configuration,Crashes
1,optuna,TPE,RandomForestRegressor,2,30,1,True,51.2019105,28.777210500000002,34193.697731226115,33766.375670920315,1.0217261191761027,682.1871805792471,30.812844,17,0
