,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,Warmstart,Wall clock time [s],t outperform default [s],Area under curve (AUC),Mean(best loss),Loss ratio,Interquartile range(best_loss),t best configuration [s],Evaluations for best configuration,Crashes
1,hpbandster,BOHB,RandomForestRegressor,3,150,4,True,98.37918456395467,76.81305543581645,34013.432189667175,32396.513830184358,1.0382456892368233,468.87288997188443,92.17049654324849,321,0
