,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,Warmstart,Wall clock time [s],t outperform default [s],Area under curve (AUC),Mean(best loss),Loss ratio,Interquartile range(best_loss),t best configuration [s],Evaluations for best configuration,Crashes
1,hpbandster,BOHB,RandomForestRegressor,3,150,4,False,75.11535914738973,inf,35794.164443955684,34152.54876879617,0.9760389988393798,448.0882304163533,72.48204723993938,326,0
