,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config,number_of_crashes
1,hyperopt,TPE,RandomForestRegressor,3,15,1,inf,35537.64334080285,34821.11380687056,0.9671367282871186,709.3701746335045,12.512616952260336,7,0
