,HPO-library,HPO-method,ML-algorithm,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config
1,skopt,GPBO,RandomForestRegressor,47.27164006233215,34432.10171399123,33165.4555134531,1.0123433591355782,139.35574314172482,75.87278127670288,31
