;HPO-library;HPO-method;ML-algorithm;time_outperform_default;AUC;best_mean_loss;loss_ratio;std_dev_best_loss;time_best_config;evals_best_config
1;skopt;GPBO;RandomForestRegressor;20,59824324;34008,03466;32884,07838;1,036796971;200,8078819;81,62531877;35
