,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config,number_of_crashes
1,skopt,GPBO,RandomForestRegressor,3,15,1,inf,36025.30786837781,34384.77551761234,0.9802275603037631,814.4780134183786,26.925779501597088,15,0
