,HPO-library,HPO-method,ML-algorithm,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config
1,hyperopt,TPE,RandomForestRegressor,inf,35547.43694844999,34836.239370660514,0.9682826902958613,604.3870397622719,11.908023834228516,7
2,skopt,SMAC,RandomForestRegressor,inf,36076.3812522526,35738.3927249684,0.9438400836097923,800.3376546655896,15.125009298324585,14
3,hpbandster,BOHB,RandomForestRegressor,inf,38819.07726153985,35864.05194122543,0.9405330895932561,1070.1013697717578,32.99008917808533,37
4,optuna,RandomSearch,RandomForestRegressor,inf,37031.18298455252,35831.952534206976,0.9413756491615173,415.1702738412002,19.41414189338684,13
