,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config,number_of_crashes
1,optuna,RandomSearch,RandomForestRegressor,3,15,1,inf,37180.364628442374,35485.9867743695,0.9602552655815605,849.2935908532561,21.81122310956319,13,0
