,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config,number_of_crashes
1,robo,Fabolas,RandomForestRegressor,3,15,1,inf,76367.17971274552,71463.44876856345,0.47449185251312537,3336.8565099477855,3.75030525525411,15,0
