,HPO-library,HPO-method,ML-algorithm,Runs,Evaluations,Workers,time_outperform_default,AUC,best_mean_loss,loss_ratio,std_dev_best_loss,time_best_config,evals_best_config,number_of_crashes
1,hpbandster,BOHB,RandomForestRegressor,5,60,4,inf,36691.86083496646,35182.77327325045,0.9569987846613964,551.9889743787431,123.92641963958741,131,0
