;HPO-library;HPO-method;ML-algorithm;time_outperform_default;AUC;best_mean_loss;loss_ratio;std_dev_best_loss;time_best_config;evals_best_config
1;skopt;GPBO;RandomForestRegressor;32,41961861;34518,54146;32895,53109;1,029084889;467,3780616;144,4653798;42
